,text,is_humor
7375,"Knock, Knock. Who's there? Dishes. Dishes who? Dishes the Police come out with your hands up.",1
7376,"Knock, Knock. Who's there? A Pile-Up. A Pile-Up Who? Ewwwwww",1
7377,"Knock, knock. Who's there? Old lady. Old lady who? Wow I didn't know you could yodel.",1
7378,"Knock, knock. Who's there? Dwayne. Dwayne who? Dwayne the bathtub, I'm dwowning.",1
7379,"Knock, knock. Who's there? Ivor. Ivor who? Ivor sore hand from knocking!",1
7380,I'm going on a blind date tonight. I hope our dogs get on.,1
7381,"Went to a chemist yesterday and said to the pharmacist ""Excuse me I'm after some condoms"" ""Just a minute"" he replied. I said""Yes thats them""",1
7382,Have you heard about the new super sensitive condoms? They hang around after the man leaves and talk to the woman.,1
7383,"What gets longer when pulled, fits between breasts, Inserts neatly in a hole and works best when jerked? A seatbelt.",1
7384,"I got an email today from a '32 year old bored housewife, looking for some action'. I've sent her my ironing, that'll keep her busy!",1
7385,"I've been getting anonymous texts from someone telling me to shower, comb my hair and brush my teeth. I think they might be trying to groom me",1
7386,FOR SALE: Packet of Polo's. Unopened mint condition.,1
7387,Yesterday I found out that my toaster isn't waterproof. I was shocked.,1
7388,"People ask if I still enjoy sex at 45?! I live at number 57, so it's not far to go",1
7389,Going to see Peter Pan again tonight. Never gets old.,1
7390,Tea is for mugs.,1
7391,"A bloke was shagging his overweight missus, when his phone rings.""You'll have to ring me back mate, I'm in the tub"" he said.",1
7392,Ketamine - just say neigh.,1
7393,What's the best thing for a hangover? Drink loads the night before.,1
7394,"I drove past my gran's house this morning and saw 11 pints of milk on her doorstep. I thought, 'she must be thirsty today'",1
7395,How much does a grand piano cost? £1000,1
7396,"My dad used to say: ""Always fight fire with fire"". Which is probably why he got thrown out of the fire brigade.",1
7397,"I'm not saying the wife's fat, but she puts her belt on with a boomerang.",1
7398,My Mrs has been told she'll have to lose weight if she wants to become pregnant.I told her.,1
7399,"What's big, grey and doesn't matter? An irr-elephant.",1
7400,My wife said that I'll find any excuse to drink. Speaking of beer...,1
7401,"Female wanted, must have own pub. Apply with inn.",1
7402,"If it's got tits or wheels, sooner or later you're gonna have problems with it.",1
7403,"I said to my wife:""If you lick my balls I'll come"". She said; ""Fuck off, you're coming shopping with me whether you like it or not!""",1
7404,What's green and smells of pork? Kermit the frogs fingers!,1
7405,The Mrs is just like Heather Mills. She only wears half the shoes she buys!,1
7406,I recently lost my job as a teacher. I got caught shagging the ugliest teacher in the whole school. Gross Miss Conduct,1
7407,"My doctor reckons I'm paranoid. He didn't say it, but I know he's thinking it.",1
7408,Over 90% of people over 60 believe that we show less respect to others than we did in the past. Silly old fuckers!,1
7409,My uncle was jailed for his beliefs. He believed you could wank on the bus.,1
7410,Why do men die before their wives? They want to.,1
7411,"My wife is temperamental. 50% temper, 50% mental.",1
7412,"Wife to husband: ""let's go out and have some fun tonight"". Husband: ""OK, but if you get home before I do, leave the hall light on""",1
7413,"My grandfather gave me some sound advice on his deathbed. He said ""It's worth spending money on a good set of speakers""",1
7414,What's worse than a cardboard box? Paper tits.,1
7415,"Local news: 'Amputee robber evaded police for 15 days'. That's amazing, considering he wasn't armed.",1
7416,What do you call an aardvark that's just been beaten up? Vark.,1
7417,"I was recently on safari in the Serengeti and witnessed two male male lions shagging. I thought ""blimey, have they got no pride?""",1
7418,I always call out my wife's name during sex. Just to make sure she's not around.,1
7419,"Did you hear about the man who fell asleep at the wheel? There was a terrible mess, clay everywhere...",1
7420,"Did you hear about the terrible accident at Spaghetti Junction? Twelve people were injured, and three pastaway.",1
7421,What's the last thing that goes through a fly's mind when it his a windscreen? It's arse!,1
7422,"The Mrs got in the shower with me this morning. She said ""Mmm baby I want you to do bad things to me"". So I put shampoo in her eyes.",1
7423,"I told my cat I was going to teach him to speak English. He looked at me and said ""Me how?""",1
7424,"I'm very good at remembering random facts. For example, there are 3,500 different types of lice. And that's just off the top of my head.",1
7425,"Never have a tactical wank before sex! Trust me, I learned that the soft way.",1
7426,"My mates laughed at me because my girlfriend is imaginary... Jokes on them, they are too!",1
7427,"My Mrs has recently started eating sofas, it's weird... But then again she's always had a suite tooth.",1
7428,My wife is so ugly she spent 5 hours in the beauty salon... Just getting a price.,1
7429,How do frogs die? They Kermit suicide.,1
7430,I just watched a program about beavers. It was the best dam program I've ever seen!,1
7431,There are only 3 things that tell the truth: 1 - Young Children 2 - Drunks 3 - Leggings,1
7432,"Last night in bed, my wife said we should try some role reversal. So I said I had a headache.",1
7433,I thought that pulling the shell off my racing snail would help it move faster. If anything it became more sluggish.,1
7434,Why do squirrels swim on their backs? To keep their nuts dry!,1
7435,My girlfriend laughed at me when I said I had a car made from spaghetti. You should've seen her face when I drove pasta.,1
7436,I think my spell Czech is broken.,1
7437,Just bought a suit made from cactus.I look pretty sharp in it.,1
7438,My wife is very big in fashion. She's a size 22.,1
7439,"I saw a woman wearing a t-shirt with ""Guess"" on it. I said ""Implants?""",1
7440,2 Thai birds asked me to join them for a threesome. It was just like winning the Lottery. We had 6 matching balls.,1
7441,Guess who I bumped into in the opticians today? Everybody.,1
7442,I felt like I was on the voice today! I farted on the bus and 4 people turned around.,1
7443,"An Arab offered me 40 camels for my wife. Unfortunately, I don't smoke.",1
7444,Marriage is a relationship where one person is always right and the other is the husband.,1
7445,Some people think there are insects on the Moon. Lunar tics.,1
7446,Never get stuck behind the Devil in a Post Office queue! The Devil can take many forms.,1
7447,Always follow your dreams. Except for that one where you're naked at work.,1
7448,Did you hear about the guy who bought a sponge door? Can't knock it.,1
7449,"A kitchen knife and a spoon had a race. Who won? Neither, it ended in a drawer.",1
7450,Never moon a werewolf.,1
7451,"If it wasn't for blinds, it would be curtains for us all.",1
7452,Thought I could hear onions in the fridge singing beegees songs... Turned out it was the chives talking,1
7453,"My boss has just warned me that he has received complaints I'm a pervert. To be honest, I don't understand why, as I'm always hard at work",1
7454,My clever friend said that onions are the only food that can make you cry. So I threw a coconut in his face.,1
7455,A funeral was held today for the inventor of air conditioning. Thousands of fans attended.,1
7456,Got thrown out a strip club last night for using monopoly money. I don't see why I should pay real money to see fake boobs.,1
7457,Just spent the last hour tightening every bottle top and jar in my house. That will teach my wife for saying she doesn't need me anymore.,1
7458,My wife broke up with me recently because I'm a compulsive gambler. All I can think about is how to win her back.,1
7459,"I went up to the manager in Argos today and I said, ""I want to buy a watch.""""Analogue?"" he said. I said, ""No mate, just a watch.""",1
7460,"Yesterday a clown held a door open for me, I thought it was a nice Jester.",1
7461,Mexican friends? I have Juan or two.,1
7462,What do you call a monkey in a minefield? BABOOOOOOM!,1
7463,Do not trust atoms. They make up everything.,1
7464,Isn't it great to live in the 21st century? Where deleting history has become more important than making it.,1
7465,"I hate being bipolar, it's amazing.",1
7466,What do women and Google have in common?  They both can't ever let you finish a sentence without making a suggestion.,1
7467,"I just opened a kitchen cupboard and loads of Omega 3 capsules fell on my head. I'm alright though, just some superfishoil injuries.",1
7468,"My girlfriend from Thailand said having a small dick is no problem. I really like her, but I think I'd still prefer it if she didn't have one.",1
7469,"Whenever it rains, my wife just stands at the window looking kind of sad. Maybe I should let her in.",1
7470,A boat carrying red paint has crashed into a boat carrying blue paint. The crew have been marooned.,1
7471,"Its not my fault I have a double-chin. When God was giving out chins, I thought he said Gin. So I said I'll have a double.",1
7472,My wife told me to prepare our ginger son for his first day at school. So I beat him up and took his dinner money off him.,1
7473,Took the wife's Valentines present back today. She said she wanted something black and lacy. Turns out she didn't mean football boots.,1
7474,My sister asked me if I wanted to wind her new born baby? I thought that's a bit harsh so I just gave him a dead leg instead.,1
7475,I cant think of any boat jokes. Canoe?,1
7476,What should you do if your girlfriend starts smoking? Slow down and consider lube.,1
7477,Have you heard about the evil group of men who control all the world's cheese? The Hallouminati!,1
7478,"Went to a butchers to play poker last week. Left after an hour, the steaks were too high.",1
7479,"Man jumps in a taxi says ""King Arthur's Close"". Taxi driver says ""Don't worry I'll lose him at the lights"".",1
7480,"I called my dad from the shop saying I'd forgotten what orange juice he asked for. ""Concentrate"" he said, but I still couldn't remember!",1
7481,"I just bought some of that coconut shampoo. I don't know why, I've not got a coconut.",1
7482,Want to hear a construction joke? I'm working on it.,1
7483,Did you hear about the Italian chef with a terminal illness? He pastaway. Cannoli do so much. Now hes just a pizza history.,1
7484,"As its Valentines Day, the missus has said she'll go on top tonight for a change. I love our bunk beds!",1
7485,There's been an explosion at a pie factory in Huddersfield. 3.14159265 dead.,1
7486,I'm in trouble with my wife after she asked where I was taking her today? It seems that over the coffee table was not what she wanted to hear.,1
7487,"Is it better to have loved a midget, than never to have loved a tall?",1
7488,Today I looked at my wife and thought: This is the only investment which has doubled in my lifetime.,1
7489,Learning to love yourself is important. Just don't let your partner catch you doing it!,1
7490,"If love is blind, why is lingerie so popular?",1
7491,Got the missus a new bag and a new belt for Valentines Day. She'll be made up! The hoovers as good as new now.,1
7492,What did one light bulb say to the other on Valentine's Day? I love you watts.,1
7493,What gifts do squirrels exchange on Valentine's Day? Forget-me-nuts.,1
7494,Just been on to travel agents looking for a weekend away somewhere in the Northeast. They said you can't beat Sunderland this time of year.,1
7495,My wife said our marriage is becoming stale because I'm not spontaneous. So I waited until she fell asleep and shaved her eyebrows off.,1
7496,"Our last fight was my fault. My wife asked, ""What's on the TV?"". I said ""Dust!"".",1
7497,"Breaking News Adam Johnson is set to sign for Man United, after hearing they have players Young, Blind and Keane.",1
7498,"Ugly birds are just like shopping at Pound Stretcher. You wanna be in and out quickly, before your mates see you!",1
7499,Even though I've been married for five years I still can't help thinking about the one that got away. My wife's ex. What a lucky bastard.,1
7500,I have SEXDAILY! I mean DYSLEXIA. Fcuk!,1
7501,I heard the funniest time travel joke tomorrow.,1
7502,I almost forgot to update my status that I'd been to the gym. What a waste of a workout that would have been!,1
7503,"I've just won 8 straight games of Paper, Scissors, Rock, against that very predictable Edward Scissorhands.",1
7504,The amount of people who confuse 'to' and 'too' is amazing two me.,1
7505,What's the difference between a dog and a fox? About 9 pints,1
7506,"""You haven't listened to a word I've said, have you?"" Always seems like a strange way for my wife to start a conversation with me.",1
7507,Just found out I have a Chinese half brother after all these years. Can't wait to meet Mi Sib Ling.,1
7508,I was watching porn last night when my mum walked in. Not the best way to find out what she does for a living.,1
7509,I love cooking children and dogs. but I hate using commas.,1
7510,"I finally told my girlfriend that ""I Love Her"". She text backing saying ""I luv u2"". I was gutted, I thought what does Bono have that I don't",1
7511,What's long and hard and makes women groan? An Ironing Board.,1
7512,If women are so perfect at multi-tasking. How come they can't have a headache and sex at the same time?,1
7513,"We call our grandad ""Spiderman"". He hasn't got any super powers - he just finds it difficult to get out of the bath.",1
7514,I can give you one vegetable joke about onions. But that's shallot.,1
7515,Went for a job as a potato packer. Ended up getting the sack.,1
7516,Why did the joke about the roof get no laughs? It went over their heads.,1
7517,"My brother says I need to stop quoting Run-D.M.C., but it's like that, and that's the way it is.",1
7518,I know a man who taught his dog to play the trumpet on the London Underground. He went from Barking to Tooting in an hour.,1
7519,I was playing rugby the other day and thought I'd scored a goal. But everyone just said nice try.,1
7520,"We've been trying to think of some vegetable jokes. If you can think of any, lettuce know.",1
7521,Have you ever tried to eat a clock? It's time consuming.,1
7522,Harry heard that most accidents happen within two miles of home. So he moved...,1
7523,"Men at 26 plays football, Men at 40 plays tennis, Men at 60 plays golf, have you noticed every time you get older, your balls gets smaller?",1
7524,"I've been single for so long now, when somebody says to me, 'Who are you with?', I automatically say: 'Vodafone'.",1
7525,Andy Murray has the perfect opportunity to finally get rid of his miserable boring persona! All he has to do is name his new daughter Ruby.,1
7526,I started a band called 999 Megabytes We haven't got a gig yet.,1
7527,"When you get a bladder infection, urine trouble.",1
7528,"There was a prison break and I saw a midget climb the fence. As he jumped down he sneered at me. I thought, well thats a little condescending.",1
7529,"I can't believe it's pancake Tuesday again. Honestly, it just crêped up on me.",1
7530,My wife asked me to bring home some stuff for the pancakes. She wasn't happy when I came back with a push up bra.,1
7531,Lazy People Fact #5626728943: You were too lazy to read that number.,1
7532,"As I watched the dog chase his tail, I thought ""Dogs are easily amused."". Then I realized I was watching the dog chase his tail.",1
7533,What do you do if your wife keeps moaning at you? Put the phone down and order another drink from the bar.,1
7534,"My mother-in-law got ambushed by 6 men who starting punching her. My wife shouted 'Are you gonna help?', I said '6 should be enough!'",1
7535,I remember the days when 'Blue Ray' was an elderly gentleman who drowned in our local swimming pool.,1
7536,Found out recently that my wife had an affair with a midget. I can't believe she would stoop so low.,1
7537,"My recent Google searches: How to detangle my daughter's hair. How to detangle a really, really bad tangle. How to cut out a tangle. Hats.",1
7538,Why is abbreviation such a long word?,1
7539,I had an argument with my friend about his small boat. We fell out.,1
7540,"The new milk tray man from Liverpool, has been sacked after one day on the job. He delivered the chocolates, but left with a PS4, ipad and TV.",1
7541,Did you hear about the midget who speaks to dead people that broke out of prison? The police are describing him as a small medium at large.,1
7542,Went to the annual disco for the UK Dyslexic Association last night. Was great until the DJ played YMCA and then it was fucking mayhem.,1
7543,Butterflies just aren't what they used to be.,1
7544,"My Wife has grown a little penis after she started taking steroids.""Really, anabolic?"" ""No, just a little penis"".",1
7545,"I wrote 'DIVORCE', my wife wrote 'YES'. Tough way to find out, but at least I won our last game of Scrabble.",1
7546,I think I've cured my wife's fear of being buried alive. The screams stopped about an hour ago.,1
7547,"People think I'm stupid, because I have a lisp. I'm thick of it.",1
7548,The good thing about marriage is that you can have sex at anytime you want. As long as you are the one with the vagina.,1
7549,"What do you call an Alien who eats too much cheese, egg yolks and animal fat? An extra-cholesterol.",1
7550,About to watch a film with my girlfriend. Can anyone recommend a girlfriend?,1
7551,"I absolutely hate my mother-in-law. She's actually quite a nice person, but she brought my wife into the world.",1
7552,"Leicester are offering Man city fans a great offer on walkers crisps. It's buy one, get 1-3.",1
7553,I was shopping with the wife for a present for her mother. She said she wanted something electric. I suggested a chair.,1
7554,"Maybe we should tone it down a notch. The neighbours changed the name of their wifi network to;""We can hear you having sex"".",1
7555,"My girlfriend left me because she says I only ever think about football. I'm gutted, we'd been together for nearly three seasons.",1
7556,"You put 2 fingers in. Maybe 3, if it's big enough. Oh yeah, now that's how you wash a mug.",1
7557,My wife says I'm spoken for.,1
7558,Two reasons why I don't drink toilet water. Number 1: Number 2,1
7559,"My girlfriend disliked my obsession with Japanese food, Sushi left me.",1
7560,A British prisoner has squeezed 4 smuggled mobile phones out of his arse. All chargers have been dropped.,1
7561,I met my wife at speed dating. She was livid.,1
7562,How much did it cost the pirate to get his ears pierced? A buck an ear.,1
7563,Just had a look when Sinead O'Connor was last trending on Twitter. It's been 7 hours and 15 days.,1
7564,"It's really difficult to find what you want on eBay. I was searching for cigarette lighters but found over 15,000 matches",1
7565,"Mrs and 3 of her pals squeezed into my car after weight watchers. I muttered ""fat cows"". The Mrs snapped ""What was that!?"". I said ""You Herd""..",1
7566,I took the mother in law out the other night. I love being a sniper.,1
7567,"Paddy on a 1st Aid Course Instructor asks: ""What do you do if your child swallowed the front door key?"". Paddy: ""Climb through the window!"".",1
7568,Did you hear about the fella who had five cocks? His undies fit like a glove.,1
7569,"Mary has 24 cupcakes she eats 9 at lunchtime, then she eats another 6 at dinner time. What does Mary have now? Diabetes",1
7570,"I pulled a proper fit bird Saturday night! Part Mexican and right up for it. She told me she was dyslexic. I said get your taco, you've pulled!",1
7571,"No means no, unless she's dyslexic. Then it's on!",1
7572,The wife said she wanted to go and see Jeremy Kyle Live for her birthday. So I got her sister pregnant! We're on next Wednesday!,1
7573,"Just had a nice chat with my neighbours teenage daughter. Turns out she's right into UFOs. Which is handy, as she's getting abducted tomorrow.",1
7574,The wife complains that I don't take any interest in our children. That's the last time I offer to pick up the fat one from school!,1
7575,"20 seconds left on the microwave! Women:  Set the table, pour the wine, tweet, check Facebook. Men: Start a NASA rocket launch countdown.",1
7576,"I've just phoned and reserved a table to take the Mrs out on valentines night! She will be raging, she hates snooker!",1
7577,When I was young I used to think Earwigs actually lived in your ears! You can imagine how terrified I was of cockroaches!,1
7578,I've just found out that the guy that stole my journal has died. My thoughts are with his family.,1
7579,"My sex doll and I have been together for exactly a year today. To celebrate our anniversary, I decided to get her a book: Sex tips for Dummies",1
7580,I can get you 5000 tampax for a fiver. No strings attached.,1
7581,Spent all of my wages on skin cream. Bit of a rash decision!,1
7582,Stevie Wonder was given a cheese grater for his birthday. He said that was the most violent book he'd ever read!,1
7583,Went to a swinger's party last night in my army uniform. Had to leave my khakis in the bowl.,1
7584,My parents used to beat me with a phone. I was always on the receiving end.,1
7585,Beware of alphabet grenades! They could spell disaster!,1
7586,RomeoandJuliet.doc is a play on Word.,1
7587,Exercise bikes get you nowhere.,1
7588,You know you're ugly when a boiling kettle won't even give you a whistle.,1
7589,"My wife said she's leaving me because she can't handle my OCD. ""Close the door ten times on your way out,"" I said.",1
7590,"I hate all this terrorist bollocks! Gone are the days when you could look at an unattended bag on the tube and think, I'll fucking have that!",1
7591,My wife bought a sheepskin burka for the cold weather.She looks like mutton dressed Islam.,1
7592,To the thief in the wheelchair who nicked my camouflage jacket. You can hide but you can't run.,1
7593,Dim light bulbs or bright light bulbs? Watts the difference.,1
7594,My wife dresses to kill! Unfortunately she cooks the same.,1
7595,I've just hired a hot 19 year-old Swedish girl with massive tits to babysit my kids. Now where the fuck do I get some kids from?.,1
7596,My driving instructor told me to wear a seatbelt or the force could throw me out of the car. I can't believe he thinks Star Wars is real.,1
7597,I'd love to live in an old disused lighthouse. I don't want anything flashy.,1
7598,I was terrible at spelling when I was at school. Brilliant at jografy though.,1
7599,I had a dream I was a muffler last night. Woke up exhausted.,1
7600,"Might wake up early and go for a jog. Might also win the lottery, odds are about the same.",1
7601,"My wife's a terrible cook, she can never get her sauces right! But I've stuck with her, through thick and thin.",1
7602,"I'm not saying I'm an ugly cunt, but I fucked a blind girl once who asked for the light off.",1
7603,Life is like a box of chocolates. It doesn't last long if you're fat.,1
7604,Boredom is an anagram of bedroom. My wife gets this.,1
7605,My blonde 19 year old next door neighbor has just asked me if I know about missing items from her washing line? I nearly shit her knickers,1
7606,"Scientists say that sniffing Rosemary can increase memory by 75 percent, but every time I try she slaps me and says I'm a creep.",1
7607,"My dentist is a miserable fellow, always looking down in the mouth.",1
7608,What's the difference between a penis and a bonus? Your missus will blow your bonus!,1
7609,My wife says that my lying is ruining our marriage. But I reckon it's my big dick.,1
7610,"Sunbathing on the beach, the wife came up to me asked what I thought of her flip flops? ""Bloody horrible"", I said ""Put your bikini top back on"".",1
7611,"If moths like light so much, why don't they just come out during the day?",1
7612,"Did you hear about the new restaurant on the Moon? The food's ok, but it has no atmosphere.",1
7613,My dentist reminded me of my wife's sensitive gag reflex. We laughed and laughed. Then I remembered that my wife and I have different dentists.,1
7614,BREAKING: Police are trying to rescue a cow lost in a cannabis field. The steaks have never been higher.,1
7615,How does Stephen Hawking recover from a hangover? He presses F5.,1
7616,Someone dropped their Scrabble in the middle of the road. That's the word on the street anyway.,1
7617,You know you're a good mum when you sacrifice your vibrator batteries for your kids toys.,1
7618,I ate a ploughman's lunch the other day. He wasn't very happy.,1
7619,If you have sex on a boat. Is that considered off-shore drilling?,1
7620,"A customer was buying condoms at work today. I asked if he'd like a bag? He said, ""No, she's not that ugly.""",1
7621,"Last night i tried wife swapping for the first time, it's brilliant! I managed to get a new lawnmower for mine.",1
7622,Why is your mum like Princess Jasmine? She's always got Aladdin!,1
7623,I told her I had lightning quick reflexes. Sounds better than premature ejaculator.,1
7624,"""None of those women have what I'm really looking for"".""Oh yeah? What's that?"".""Low Standards"".",1
7625,What do you call two old women who lick each others naughty bits? LesbiNans,1
7626,"'How would you like your eggs?' the waiter asked. ""Sunny-side up, please"" I requested. ""Madam?"" he asked my wife. ""In a big cake,"" she wheezed.",1
7627,"I walked down a street where the houses were numbered 64K, 128K, 256K, 512K and 1MB. That was a trip down memory lane.",1
7628,My wife says she's leaving me because of my addiction to antidepressants. Won't be needing them anymore then.,1
7629,"Tomorrow, I'm going to open up the time capsule I made when I was a kid. I can't wait to see how big my puppy is.",1
7630,Police are looking for a man on suspicion of beastiality. He was last seen yesterday at 10:00am getting into a Jaguar..,1
7631,I've just bought some Tesco viagra. I only got a semi but every little helps!,1
7632,Went shoplifting in a Disney Store. Got the biggest Buzz ever.,1
7633,My wife used to be a size eight. Now she's a figure eight.,1
7634,I've been searching for my stolen bed for three days! I won't rest until I find it.,1
7635,My wife was so sick this morning that I had to carry her to the kitchen to make my breakfast.,1
7636,"First thing this morning, there was a tap on my door. Funny sense of humour my plumber has...",1
7637,My wife walked out on me after I blew our life savings on a penis extension. She said she just couldn't take it any longer.,1
7638,"I love my wife, she always gives me 100% sound advice. 99% sound, 1% advice.",1
7639,Whoever decided to call it anal bleaching instead of changing your ringtone really missed out on an opportunity.,1
7640,"I'm not saying my wife's fat, but I struggle to lift her photograph.",1
7641,"Yesterday, a feminist asked me how I view lesbian relationships. Apparently 'In HD' wasn't the correct answer.",1
7642,"My mum said ""You treat this place like a hotel!"". She will regret that when I give her a low score on TripAdvisor for 'rude staff'.",1
7643,"""Tits or Arse man?"" I was asked. I really should have got in there earlier when they were giving out super hero names.",1
7644,"My wife is finally losing weight thanks to a new slimming club.  If she goes near the fridge, I hit her with it.",1
7645,"I did a few drugs last night with my shoelaces undone. Big mistake, I was tripping all night.",1
7646,Have YOU had to walk 500 miles? Were you advised to walk 500 more? You could be entitled to compensation. Call the Pro Claimers NOW.,1
7647,Nothing embarrasses a psychic more than throwing them a surprise party.,1
7648,Just in Tesco and I put my veggies in with my Nintendo. Now my Wii smells of asparagus.,1
7649,My wife has had her panties stolen off the line! Fuming! U can keep the knickers but can we have the 40 pegs back please!,1
7650,"Why don't supermarkets be more honest and rename their ""Parent and Child"" spaces as ""Lazy Bastard with Massive 4x4"" spaces?",1
7651,When I get home late from the pub.I'm going to give my wife a right good listening to.,1
7652,I was wondering if anyone could tell me which channel I could find the Women's FA Cup Final on? I've already checked cooking and comedy...,1
7653,Spent all my savings on a sexchange. Now I haven't got a sausage.,1
7654,"""Can I have a pack of condoms?"" I asked the pharmacist. ""A small box?"" he asked. ""I hope so!"" I replied.",1
7655,"Got out of the shower and my wife said ""Look, its like a penis, only smaller"". I said ""Look, its like my secretary, only fatter and less flexible"".",1
7656,I had a wank over my ex girlfriend last night. Yeah I know it's wrong but I still have a key and she's a deep sleeper!,1
7657,"Two guys at the gym, one is putting on frilly knickers. ""Since when do you wear womens pants?"" ""Since my wife found them in the glovebox!""",1
7658,I just sent the wife a picture of my floppy willy. I wanted to let her know I was thinking about her.,1
7659,Why did my wife cross the road? To get back to the first shoe shop we went in three fucking hours ago.,1
7660,"My Boss stormed up to me in the office today and said ""You missed work yesterday, didn't you?"" ""Not particularly,"" I replied.",1
7661,"""Where do you want this big roll of bubble wrap?"" I asked my boss. ""Just pop it in the corner,"" he said. It took me three hours.",1
7662,"To some, marriage is just a word; to others, it's a sentence.",1
7663,Wind turbines: I'm a big fan.,1
7664,"My wife asked me to pass the lip balm, but I gave her the superglue instead. She's not talking to me now.",1
7665,"The missus accused me of being far too competitive! I said 'I'm not!, and i'll be the first to admit that'.",1
7666,Somebody had the audacity to call me 'pretentious' earlier! I nearly choked on my skinny latte with caramel and hazelnut sprinkles.,1
7667,I told my new yoga teacher I was an expert. She asked me to show the class a very advanced pose. This put me in a difficult position.,1
7668,"If you're literally asking me to choose between our relationship and my obsession with pointing out doors to people, well..There's the door.",1
7669,Sat down with my missus today and discussed if we wanted children? Should have seen the kid's faces.,1
7670,What do you call a fake noodle? An impasta,1
7671,People laugh at my car because it's ugly and green. But at least I avacado,1
7672,"Paddy says ""Why do scuba divers fall into the water backwards Mick?"". Mick says ""If they fell forwards they'd still be in the fuckin boat"".",1
7673,I wanked over my blind girlfriends tits yesterday. She never saw me coming.,1
7674,"The wife thinks it's cruel we've started testing our new products on rabbits. She's got a point, I suppose. I work in a hammer factory",1
7675,"I really hate being a depressed atheist. Nothing to live for, nothing to die for.",1
7676,Did you hear that the Dalai Lama has a gambling addiction? He just loves Tibet.,1
7677,The wife and I went to a bank robbers themed fancy dress party last night. Well I did. She stayed in the car and kept the engine running.,1
7678,How does an eskimo build his house? Igloos it.,1
7679,My son just got a pull-up bar and is feeling a little weak. I told him to keep his chin up.,1
7680,"I was walking through an arts and crafts shop, when I saw a sign saying ""Glue Sticks."". I thought, ""No shit.""",1
7681,"Went to the Ice Cream Van and asked for a 99. The Ice Cream Man asked if I wanted hundreds and thousands? I said 'no thanks mate, just the one'",1
7682,"My mother in law fell down a wishing well. I was amazed, I never knew they worked.",1
7683,"I'm not saying my wife is ugly, but the milkman flirts with me.",1
7684,"Three sperm whales have been found on the beach at Skegness. Or as they're also known, local lasses.",1
7685,"Paddy in Wetherspoons: ""How much is your lager?"" Barman: ""£2 a pint and £7 a pitcher"" Paddy: I'll just have a pint, fuck the photo.""",1
7686,I always found the fishmonger at our local market to be pretty unfriendly. In fact I'd describe him as a little standoffish.,1
7687,The inventor of the world's first organic coffins made entirely out of vegetables has died. May he rest in peas.,1
7688,The inventor of autocorrect went from zero to hero in a matter of seconds.,1
7689,"My mate went to a charity night for women born without legs, he said the place was crawling with fanny!",1
7690,What's the best way to talk to your mother-in-law? Through a medium.,1
7691,"What did the leper say to the hooker after sex? ""You can keep the tip""",1
7692,My new girlfriend really takes my breath away. She's inflatable.,1
7693,I'm seeing this girl with eczema. She's got a cracking body.,1
7694,I worried that my addiction to helter-skelters is spiralling out of control.,1
7695,I'm about to have a cup of dangerous coffee. Safe tea first though.,1
7696,I've just bought a load of cheap Harry Potter DVDs. They were only a Quidditch.,1
7697,My friend's allergic to rice. He's basmatic.,1
7698,"My wife says she enjoys sex more whilst on holiday. Well, I can tell you, that was an awkward postcard to receive.",1
7699,"I walked into the living room today and the wife had a box of Daz on top of the T.V.. I asked her why, she replied ""there's was no Ariel"".",1
7700,"I took the missus to a restaurant last night. I said ""do you like peppa pig?"". She said ""yeah"". I said ""waiter some pepper over here please"".",1
7701,"I asked 100 women ""What shampoo do you use whilst showering?"" 98% of them asked me to get out of the shower.",1
7702,Today I went to toilet without my phone. There's 178 tiles in the bathroom.,1
7703,The man who invented Chinese whispers has died. Pass it on...,1
7704,"""Your underwear is too tight and very revealing"" I said to my wife. She said ""Wear your own then, dickhead"".",1
7705,"Lad asks Granny ""Have you seen my pills,they were labelled LSD?"" Granny replies ""fook the pills, have you seen the dragons in the kitchen?!""",1
7706,"Grandad leant over to Grandma ""I just let out a silent fart, what do you think I should do?"" Grandma ""Put a new battery in your hearing aid""",1
7707,What's the worst thing about your girlfriend being pregnant? Having to tell your wife.,1
7708,"Wife gets naked and asks hubby 'What turns you on more, my pretty face or my sexy body?' Hubby looks at her and replies'Your sense of humour!'",1
7709,"A boxer complains to his doctor about insomnia. Doc ""Have you tried counting sheep?"" Boxer ""Yes, but whenever I get to 9, I stand up""",1
7710,"Life is like a penis - simple, relaxed and hanging free. It's women who make it hard.",1
7711,"Two sausages in a frying pan. One says ""it's hot in here!"" The other says ""bugger me a talking sausage!!""",1
7712,Breaking News! Ne ws,1
7713,"My wife's a sex object. Everytime I ask for sex, she objects.",1
7714,My wife said I only ever want sex with her when I'm drunk. That's not true. I usually want a kebab aswell.,1
7715,I love eBay! I sold my homing pigeon eight times last month.,1
7716,"I went to the doctors the other day, complaining about my sore feet. He said ""gout! ""I said ""fuck off, I've only just walked in!""",1
7717,"I can cut a piece of wood in half just by looking at it. It's true, I saw it with my own eyes.",1
7718,Just seen that there's a nudist convention on in town next week. Might go if I've got nothing on.,1
7719,"I went in to a pet shop and said, ""Can I buy a goldfish?"" The guy said, ""Do you want an aquarium?"" I said, ""I don't care what star sign it is"".",1
7720,"Went to an Indian restaurant last night and had a pelican curry. Food was ok, but the bill was enormous!",1
7721,Made a chicken salad today. The little prick didn't eat it.,1
